customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
5276,AW00016275,Deborah McDonald,56,50 and above,Regular,2013-08-10,143,2,3282,3,3,1641.0,182.33
5407,AW00016406,Dakota Henderson,47,40-49,New,2013-01-31,150,2,3110,3,3,1555.0,282.73
2244,AW00013243,Alyssa Davis,68,50 and above,Regular,2013-05-27,146,2,4512,3,3,2256.0,300.8
2284,AW00013283,Dakota Griffin,63,50 and above,Regular,2013-05-16,146,2,4499,3,3,2249.5,299.93
15291,AW00026290,Noah Chen,47,40-49,Regular,2013-12-14,139,2,3295,3,3,1647.5,149.77
2239,AW00013238,John Williams,71,50 and above,Regular,2013-05-28,146,2,4512,3,3,2256.0,300.8
10260,AW00021259,Curtis Cai,76,50 and above,Regular,2013-10-22,141,2,3908,3,3,1954.0,195.4
15134,AW00026133,Jesse Hall,56,50 and above,Regular,2013-10-20,141,2,1938,3,3,969.0,96.9
15281,AW00026280,Jackson Jenkins,61,50 and above,Regular,2013-12-19,139,2,3299,3,3,1649.5,149.95
15301,AW00026300,Audrey Ortega,48,40-49,Regular,2013-12-04,139,2,3299,3,3,1649.5,149.95
10419,AW00021418,Alicia Chapman,61,50 and above,Regular,2013-09-23,142,2,4660,3,3,2330.0,245.26
2802,AW00013801,Colleen Andersen,56,50 and above,Regular,2013-05-21,146,2,3262,3,3,1631.0,217.47
10404,AW00021403,Lisa Roy,62,50 and above,Regular,2013-09-20,142,2,4895,3,3,2447.5,257.63
1585,AW00012584,Brittney Ma,43,40-49,Regular,2013-11-16,140,2,2633,3,3,1316.5,125.38
10229,AW00021228,Cassidy Henderson,61,50 and above,Regular,2013-08-29,143,2,3937,3,3,1968.5,218.72
4657,AW00015656,Darryl Zhao,60,50 and above,Regular,2013-10-13,141,2,2992,3,3,1496.0,149.6
2813,AW00013812,Joanna Munoz,57,50 and above,Regular,2013-06-02,145,2,3262,3,3,1631.0,203.88
493,AW00011492,Terrence Chander,43,40-49,Regular,2013-02-19,149,2,4404,3,3,2202.0,367.0
15299,AW00026298,Jasmine Peterson,42,40-49,Regular,2013-12-07,139,2,3340,3,3,1670.0,151.82
5329,AW00016328,Maurice Rai,47,40-49,Regular,2013-09-18,142,2,3001,3,3,1500.5,157.95
15278,AW00026277,Jacqueline Hughes,61,50 and above,Regular,2013-11-30,140,2,3321,3,3,1660.5,158.14
3170,AW00014169,Carmen Martinez,46,40-49,Regular,2013-08-18,143,2,3262,3,3,1631.0,181.22
1579,AW00012578,Gavin Perry,40,40-49,Regular,2013-10-23,141,2,2668,3,3,1334.0,133.4
15302,AW00026301,Isaiah Hall,48,40-49,Regular,2013-08-14,143,2,4484,3,3,2242.0,249.11
10380,AW00021379,Colleen Huang,70,50 and above,Regular,2013-05-21,146,2,2992,3,3,1496.0,199.47
1578,AW00012577,Francis Sanz,40,40-49,Regular,2013-09-20,142,2,2614,3,3,1307.0,137.58
10223,AW00021222,Kelvin Xu,53,50 and above,Regular,2013-09-04,142,2,3937,3,3,1968.5,207.21
15296,AW00026295,Toni Kapoor,48,40-49,Regular,2013-12-03,139,2,3299,3,3,1649.5,149.95
2278,AW00013277,Nathan Brown,54,50 and above,Regular,2013-05-01,146,2,4499,3,3,2249.5,299.93
10257,AW00021256,Meghan Torres,73,50 and above,Regular,2013-10-21,141,2,3918,3,3,1959.0,195.9
9713,AW00020712,Colin Huang,45,40-49,Regular,2013-06-09,145,2,3261,3,3,1630.5,203.81
3024,AW00014023,Beth Carlson,44,40-49,Regular,2013-12-20,139,2,1575,3,3,787.5,71.59
5251,AW00016250,Brendan Raje,46,40-49,Regular,2013-12-28,139,2,4512,3,3,2256.0,205.09
5318,AW00016317,Joel Raman,42,40-49,Regular,2013-09-15,142,2,3001,3,3,1500.5,157.95
5406,AW00016405,Adriana Sai,53,50 and above,Regular,2013-02-13,149,2,3262,3,3,1631.0,271.83
5421,AW00016420,Eddie Alonso,51,50 and above,Regular,2013-10-12,141,2,2959,3,3,1479.5,147.95
2293,AW00013292,Paula Carlson,52,50 and above,Regular,2013-05-26,146,2,4479,3,3,2239.5,298.6
2347,AW00013346,Gregory Chande,77,50 and above,Regular,2013-05-02,146,2,4499,3,3,2249.5,299.93
10218,AW00021217,Casey Xie,55,50 and above,Regular,2013-09-15,142,2,4660,3,2,2330.0,245.26
15306,AW00026305,Julia Rogers,45,40-49,Regular,2013-12-16,139,2,3273,3,3,1636.5,148.77
5418,AW00016417,Noah Bryant,50,50 and above,Regular,2013-10-11,141,2,3001,3,3,1500.5,150.05
2299,AW00013298,Anna Harris,53,50 and above,Regular,2013-05-18,146,2,4512,3,3,2256.0,300.8
4290,AW00015289,Katelyn Gray,42,40-49,Regular,2013-10-30,141,2,1574,3,3,787.0,78.7
2421,AW00013420,Jordan Turner,54,50 and above,Regular,2013-05-04,146,2,4798,3,3,2399.0,319.87
8945,AW00019944,Jonathon Suarez,71,50 and above,Regular,2013-11-17,140,2,3105,3,3,1552.5,147.86
8259,AW00019258,Douglas Mehta,49,40-49,Regular,2013-11-08,140,2,1574,3,3,787.0,74.95
2403,AW00013402,Gabriel Turner,68,50 and above,Regular,2013-10-29,141,2,4793,3,3,2396.5,239.65
10559,AW00021558,Nicole Coleman,41,40-49,Regular,2013-09-06,142,2,4919,3,3,2459.5,258.89
2812,AW00013811,Sandra Chen,57,50 and above,Regular,2013-06-28,145,2,3001,3,3,1500.5,187.56
15304,AW00026303,Devon Pal,44,40-49,Regular,2013-12-28,139,2,3321,3,3,1660.5,150.95
5273,AW00016272,Raul Deng,54,50 and above,Regular,2013-08-14,143,2,3021,3,3,1510.5,167.83
10232,AW00021231,Christine Goel,67,50 and above,Regular,2013-10-20,141,2,3937,3,3,1968.5,196.85
2355,AW00013354,Eric Campbell,70,50 and above,Regular,2013-05-09,146,2,4499,3,3,2249.5,299.93
2362,AW00013361,Cameron Jai,73,50 and above,Regular,2013-11-08,140,2,4765,3,3,2382.5,226.9
15028,AW00026027,Michele Luo,50,50 and above,Regular,2013-10-28,141,2,1938,3,3,969.0,96.9
9351,AW00020350,Isabella Campbell,65,50 and above,Regular,2013-11-08,140,2,3226,3,3,1613.0,153.62
1582,AW00012581,Kristina Fernandez,42,40-49,Regular,2013-10-17,141,2,2646,3,3,1323.0,132.3
10230,AW00021229,Latoya Jai,61,50 and above,Regular,2013-09-20,142,2,4198,3,3,2099.0,220.95
15029,AW00026028,Brandy Garcia,45,40-49,Regular,2013-10-23,141,2,1938,3,3,969.0,96.9
17521,AW00028520,Susan Liang,51,50 and above,Regular,2013-11-13,140,2,3226,3,3,1613.0,153.62
1584,AW00012583,Tyrone Ortega,43,40-49,Regular,2013-10-10,141,2,2646,3,3,1323.0,132.3
2402,AW00013401,Erin Bradley,62,50 and above,Regular,2013-11-21,140,2,4798,3,3,2399.0,228.48
14105,AW00025104,Natalie Parker,60,50 and above,Regular,2013-04-12,147,2,3018,3,3,1509.0,215.57
15321,AW00026320,Brianna Diaz,52,50 and above,Regular,2013-08-27,143,2,4464,3,3,2232.0,248.0
15153,AW00026152,Jaime Gill,51,50 and above,Regular,2013-11-07,140,2,1938,3,3,969.0,96.9
2447,AW00013446,Katelyn Scott,58,50 and above,Regular,2013-06-19,145,2,4537,3,3,2268.5,302.47
8302,AW00019301,Jamie Liu,68,50 and above,Regular,2013-12-16,139,2,1590,3,3,795.0,75.71
10876,AW00021875,Cedric Nara,43,40-49,Regular,2013-10-28,141,2,4921,3,3,2460.5,259.0
9833,AW00020832,Kelvin Tang,53,50 and above,New,2013-01-24,150,2,2534,3,3,1267.0,253.4
3525,AW00014524,Carla Prasad,42,40-49,Regular,2013-08-05,143,2,3001,3,3,1500.5,176.53
2427,AW00013426,Taylor Williams,56,50 and above,Regular,2013-05-09,146,2,4499,3,3,2249.5,321.36
10896,AW00021895,Kaylee Gonzalez,44,40-49,Regular,2013-10-25,141,2,4658,3,3,2329.0,245.16
8182,AW00019181,Chad Pal,47,40-49,Regular,2013-11-17,140,2,2519,3,3,1259.5,125.95
17570,AW00028569,Dustin Jai,43,40-49,Regular,2013-11-12,140,2,3204,3,3,1602.0,160.2
5471,AW00016470,Wesley Guo,44,40-49,Regular,2013-05-11,146,2,3021,3,3,1510.5,215.79
10573,AW00021572,Randall Ramos,43,40-49,Regular,2013-10-23,141,2,4660,3,3,2330.0,245.26
4312,AW00015311,Brandon Thompson,69,50 and above,Regular,2013-11-04,140,2,1622,3,3,811.0,81.1
8279,AW00019278,Willie Sun,59,50 and above,Regular,2013-11-03,140,2,1575,3,3,787.5,78.75
8300,AW00019299,Carrie Browning,45,40-49,Regular,2013-10-11,141,2,1587,3,3,793.5,83.53
15308,AW00026307,Alexander Miller,50,50 and above,New,2013-01-12,150,2,2848,3,3,1424.0,284.8
15325,AW00026324,Faith Brooks,49,40-49,Regular,2013-08-19,143,2,4464,3,3,2232.0,262.59
10893,AW00021892,Joan Hernandez,48,40-49,Regular,2013-10-28,141,2,4921,3,3,2460.5,259.0
10958,AW00021957,Kathryn Shen,51,50 and above,Regular,2013-11-28,140,2,4919,3,3,2459.5,245.95
4309,AW00015308,Christy Lal,64,50 and above,Regular,2013-10-31,141,2,1622,3,3,811.0,85.37
15154,AW00026153,Rebecca Collins,58,50 and above,Regular,2013-09-01,142,2,1957,3,3,978.5,108.72
15310,AW00026309,Julian Powell,45,40-49,New,2013-01-20,150,2,2800,3,3,1400.0,280.0
15309,AW00026308,Sara Kelly,45,40-49,New,2013-01-23,150,2,2867,3,3,1433.5,286.7
8264,AW00019263,Nina Chande,77,50 and above,Regular,2013-11-16,140,2,1587,3,3,793.5,79.35
2444,AW00013443,Jasmine White,57,50 and above,Regular,2013-06-12,145,2,4537,3,3,2268.5,302.47
5446,AW00016445,Caitlin Ward,58,50 and above,Regular,2013-11-07,140,2,3242,3,3,1621.0,162.1
13889,AW00024888,Roy Srini,45,40-49,Regular,2013-03-25,148,2,2174,3,3,1087.0,181.17
3084,AW00014083,Nathan Lopez,39,30-39,Regular,2013-03-16,148,2,2751,3,3,1375.5,229.25
3089,AW00014088,Alexandra Lopez,42,40-49,Regular,2013-05-22,146,2,2755,3,3,1377.5,196.79
15327,AW00026326,Trevor Washington,44,40-49,Regular,2013-08-28,143,2,4442,3,3,2221.0,261.29
17554,AW00028553,Sabrina Serrano,47,40-49,Regular,2013-10-30,141,2,3216,3,3,1608.0,169.26
2437,AW00013436,Gail Griffin,57,50 and above,Regular,2013-06-04,145,2,4499,3,3,2249.5,299.93
10957,AW00021956,Jay Kapoor,50,50 and above,Regular,2013-11-09,140,2,4633,3,3,2316.5,231.65
8257,AW00019256,Abigail Griffin,59,50 and above,Regular,2013-11-16,140,2,2519,3,3,1259.5,125.95
14982,AW00025981,Isaiah Howard,56,50 and above,Regular,2013-06-14,145,2,3018,3,3,1509.0,201.2
9172,AW00020171,Bailey King,60,50 and above,Regular,2013-05-06,146,2,1938,3,3,969.0,138.43
10892,AW00021891,Dawn Nara,48,40-49,Regular,2013-10-18,141,2,4921,3,3,2460.5,259.0
5198,AW00016197,Heidi Prasad,42,40-49,Regular,2013-10-31,141,2,2757,3,3,1378.5,145.11
15155,AW00026154,Cory Madan,57,50 and above,Regular,2013-09-21,142,2,1938,3,3,969.0,107.67
3037,AW00014036,Amanda Torres,46,40-49,Regular,2013-04-02,147,2,1839,3,3,919.5,141.46
15314,AW00026313,Dalton Simmons,43,40-49,Regular,2013-08-17,143,2,4487,3,3,2243.5,263.94
15307,AW00026306,Kyle Holt,45,40-49,New,2013-01-26,150,2,2800,3,3,1400.0,280.0
6189,AW00017188,Alexa Peterson,59,50 and above,Regular,2013-08-01,143,2,3350,3,3,1675.0,197.06
10563,AW00021562,Drew Jai,42,40-49,Regular,2013-10-14,141,2,4633,3,2,2316.5,243.84
4310,AW00015309,Dylan Wilson,74,50 and above,Regular,2013-10-31,141,2,1622,3,3,811.0,85.37
3082,AW00014081,Nicole Butler,40,40-49,New,2013-02-18,149,2,3451,3,3,1725.5,313.73
10948,AW00021947,Diane Romero,50,50 and above,Regular,2013-11-05,140,2,4633,3,3,2316.5,231.65
10950,AW00021949,Clayton Chavez,45,40-49,Regular,2013-11-25,140,2,4660,3,3,2330.0,233.0
15312,AW00026311,Brenda Rodriguez,48,40-49,New,2013-01-16,150,2,2822,3,3,1411.0,282.2
4322,AW00015321,Blake Phillips,73,50 and above,Regular,2013-08-06,143,2,3113,3,3,1556.5,183.12
9374,AW00020373,Morgan Williams,60,50 and above,Regular,2013-11-08,140,2,3226,3,3,1613.0,161.3
15139,AW00026138,Latoya Chander,58,50 and above,Regular,2013-10-23,141,2,1957,3,3,978.5,103.0
13616,AW00024615,Dwayne Ortega,49,40-49,Regular,2013-03-07,148,2,2155,3,3,1077.5,179.58
5513,AW00016512,Ricardo Sharma,78,50 and above,Regular,2013-05-14,146,2,3262,3,3,1631.0,233.0
15166,AW00026165,Alexandra Flores,63,50 and above,Regular,2013-10-31,141,2,1957,3,3,978.5,103.0
4338,AW00015337,Rachel Gonzales,64,50 and above,Regular,2013-11-24,140,2,1622,3,3,811.0,81.1
11181,AW00022180,Joe Srini,60,50 and above,Regular,2013-11-05,140,2,4633,3,2,2316.5,231.65
10995,AW00021994,Natasha Ruiz,61,50 and above,Regular,2013-11-21,140,2,4660,3,2,2330.0,245.26
10977,AW00021976,Jacqueline Torres,57,50 and above,Regular,2013-10-17,141,2,4198,3,3,2099.0,233.22
5531,AW00016530,Priscilla Chander,76,50 and above,Regular,2013-12-01,139,2,3001,3,3,1500.5,150.05
5551,AW00016550,Frederick Madan,55,50 and above,Regular,2013-12-14,139,2,3001,3,3,1500.5,150.05
15331,AW00026330,Marcus Diaz,53,50 and above,New,2013-03-07,148,2,2821,3,3,1410.5,256.45
15344,AW00026343,Mariah Washington,49,40-49,Regular,2013-04-20,147,2,2800,3,3,1400.0,233.33
10986,AW00021985,Eddie Torres,59,50 and above,Regular,2013-11-10,140,2,3937,3,3,1968.5,207.21
11005,AW00022004,Meghan Ortega,59,50 and above,Regular,2013-10-29,141,2,3918,3,3,1959.0,217.67
10980,AW00021979,Philip Gutierrez,52,50 and above,Regular,2013-10-06,141,2,3937,3,3,1968.5,218.72
3799,AW00014798,Colleen Nara,54,50 and above,Regular,2013-11-21,140,2,3001,3,3,1500.5,157.95
15161,AW00026160,Leonard Lal,62,50 and above,Regular,2013-11-20,140,2,1938,3,3,969.0,102.0
15339,AW00026338,Anna Coleman,54,50 and above,Regular,2013-08-28,143,2,4468,3,3,2234.0,279.25
2026,AW00013025,Reginald Serrano,72,50 and above,Regular,2013-12-25,139,2,2690,3,3,1345.0,134.5
2039,AW00013038,Wilson Pais,64,50 and above,VIP,2013-10-18,141,3,5581,3,3,1860.3333333333333,310.06
5253,AW00016252,Danny Jim├®nez,52,50 and above,Regular,2013-11-02,140,2,2782,3,3,1391.0,146.42
11034,AW00022033,Marshall Zhao,78,50 and above,Regular,2013-11-14,140,2,3918,3,3,1959.0,206.21
11201,AW00022200,Martha Ye,63,50 and above,Regular,2013-12-15,139,2,4660,3,3,2330.0,233.0
11175,AW00022174,Micah Lu,68,50 and above,Regular,2013-04-30,147,2,3007,3,3,1503.5,250.58
5268,AW00016267,Edwin Chen,53,50 and above,Regular,2013-11-22,140,2,3037,3,3,1518.5,159.84
11176,AW00022175,Joy Dominguez,67,50 and above,Regular,2013-05-02,146,2,3018,3,3,1509.0,232.15
8309,AW00019308,Casey Rai,52,50 and above,Regular,2013-12-13,139,2,1549,3,3,774.5,77.45
11197,AW00022196,Francis Romero,58,50 and above,Regular,2013-12-04,139,2,4633,3,2,2316.5,231.65
4340,AW00015339,Noah Zhang,70,50 and above,Regular,2013-11-13,140,2,1622,3,3,811.0,85.37
15491,AW00026490,Antonio Simmons,62,50 and above,Regular,2013-08-07,143,2,4468,3,3,2234.0,279.25
3780,AW00014779,Henry Fernandez,47,40-49,Regular,2013-10-16,141,2,3262,3,3,1631.0,181.22
5279,AW00016278,Angel Turner,56,50 and above,Regular,2013-12-06,139,2,2992,3,3,1496.0,149.6
4342,AW00015341,Lacey Deng,68,50 and above,Regular,2013-11-27,140,2,1622,3,3,811.0,85.37
15332,AW00026331,Melanie Powell,52,50 and above,Regular,2013-04-08,147,2,2800,3,3,1400.0,233.33
17714,AW00028713,Franklin Nath,46,40-49,Regular,2013-12-13,139,2,3204,3,3,1602.0,160.2
10967,AW00021966,Ross Sai,53,50 and above,Regular,2013-11-26,140,2,4660,3,3,2330.0,245.26
9852,AW00020851,Frank Sanz,44,40-49,Regular,2013-04-17,147,2,2519,3,3,1259.5,209.92
13902,AW00024901,Clarence She,40,40-49,New,2013-03-05,148,2,2174,3,3,1087.0,197.64
5554,AW00016553,Gabriella Roberts,61,50 and above,Regular,2013-05-30,146,2,3001,3,3,1500.5,230.85
5574,AW00016573,Ruben Dominguez,52,50 and above,Regular,2013-12-17,139,2,3001,3,3,1500.5,150.05
5563,AW00016562,Colleen Zhang,44,40-49,Regular,2013-06-24,145,2,3001,3,3,1500.5,214.36
11000,AW00021999,Julia Barnes,56,50 and above,Regular,2013-10-29,141,2,4921,3,3,2460.5,273.39
9557,AW00020556,Glenn Sun,58,50 and above,Regular,2013-11-02,140,2,3125,3,3,1562.5,164.47
15352,AW00026351,Emma Moore,55,50 and above,Regular,2013-04-11,147,2,2800,3,3,1400.0,233.33
15189,AW00026188,Geoffrey Sara,79,50 and above,Regular,2013-09-19,142,2,1938,3,3,969.0,114.0
13901,AW00024900,Ebony Perez,46,40-49,New,2013-03-06,148,2,2155,3,3,1077.5,195.91
1283,AW00012282,Nicolas Tang,44,40-49,VIP,2013-04-07,147,3,5111,3,3,1703.6666666666667,425.92
15487,AW00026486,Andrea Cook,68,50 and above,Regular,2013-04-17,147,2,2800,3,3,1400.0,233.33
11195,AW00022194,Bruce Sai,54,50 and above,Regular,2013-11-26,140,2,4634,3,3,2317.0,243.89
9550,AW00020549,Jennifer Morris,63,50 and above,Regular,2013-10-29,141,2,3105,3,3,1552.5,172.5
15192,AW00026191,Jon Wang,77,50 and above,Regular,2013-10-14,141,2,1938,3,3,969.0,107.67
2478,AW00013477,Katherine Wood,66,50 and above,Regular,2013-06-27,145,2,4512,3,3,2256.0,322.29
2451,AW00013450,Victoria Jones,53,50 and above,Regular,2013-06-07,145,2,4773,3,3,2386.5,340.93
4399,AW00015398,Jose Wang,59,50 and above,Regular,2013-08-13,143,2,3133,3,3,1566.5,195.81
11413,AW00022412,Drew Andersen,42,40-49,Regular,2013-06-11,145,2,3018,3,3,1509.0,215.57
11576,AW00022575,Orlando Blanco,39,30-39,Regular,2013-06-10,145,2,3018,3,3,1509.0,232.15
9860,AW00020859,Roy Romero,45,40-49,Regular,2013-05-17,146,2,2509,3,3,1254.5,209.08
15514,AW00026513,Stacy Moreno,70,50 and above,Regular,2013-06-23,145,2,2848,3,3,1424.0,219.08
2490,AW00013489,Jennifer Walker,80,50 and above,Regular,2013-06-24,145,2,4740,3,3,2370.0,364.62
15440,AW00026439,Isaac Morris,48,40-49,Regular,2013-10-30,141,2,1938,3,3,969.0,114.0
2713,AW00013712,Nancy Martinez,54,50 and above,Regular,2013-12-17,139,2,4504,3,3,2252.0,237.05
15437,AW00026436,Briana Carlson,46,40-49,Regular,2013-11-11,140,2,1957,3,3,978.5,108.72
11208,AW00022207,Nancy Sanchez,62,50 and above,Regular,2013-12-27,139,2,4921,3,3,2460.5,259.0
9599,AW00020598,Jackson Powell,73,50 and above,Regular,2013-11-13,140,2,3100,3,3,1550.0,172.22
3116,AW00014115,Samantha Gonzales,42,40-49,Regular,2013-06-09,145,2,3297,3,3,1648.5,253.62
15535,AW00026534,Fernando Smith,46,40-49,Regular,2013-08-30,143,2,4490,3,3,2245.0,299.33
11583,AW00022582,Evelyn Madan,40,40-49,Regular,2013-07-13,144,2,2757,3,3,1378.5,196.93
15522,AW00026521,Nathan Taylor,69,50 and above,Regular,2013-06-09,145,2,2821,3,3,1410.5,217.0
9721,AW00020720,Regina Subram,47,40-49,Regular,2013-05-24,146,2,1938,3,3,969.0,161.5
11846,AW00022845,Jake Chen,44,40-49,Regular,2013-12-26,139,2,4634,3,3,2317.0,243.89
8281,AW00019280,Darrell Andersen,56,50 and above,Regular,2013-12-12,139,2,2538,3,3,1269.0,133.58
11852,AW00022851,Kaylee Edwards,46,40-49,Regular,2013-12-02,139,2,4633,3,3,2316.5,243.84
15439,AW00026438,Alisha Shen,47,40-49,Regular,2013-11-06,140,2,1938,3,3,969.0,107.67
5939,AW00016938,Abigail Williams,62,50 and above,Regular,2013-12-24,139,2,3110,3,3,1555.0,163.68
11855,AW00022854,Ebony Mehta,41,40-49,Regular,2013-12-18,139,2,4660,3,3,2330.0,245.26
15546,AW00026545,Taylor Ross,42,40-49,Regular,2013-06-04,145,2,2822,3,3,1411.0,217.08
13909,AW00024908,Marc Blanco,42,40-49,New,2013-04-17,147,2,2155,3,3,1077.5,195.91
15601,AW00026600,Michelle Gray,55,50 and above,Regular,2013-06-23,145,2,2800,3,3,1400.0,215.38
2706,AW00013705,Blake Mitchell,45,40-49,Regular,2013-08-23,143,2,3018,3,3,1509.0,201.2
15444,AW00026443,Kathryn She,48,40-49,Regular,2013-11-17,140,2,1938,3,3,969.0,107.67
11580,AW00022579,Kara Lal,44,40-49,Regular,2013-06-02,145,2,2731,3,3,1365.5,210.08
8293,AW00019292,Micah Lin,44,40-49,Regular,2013-12-17,139,2,2519,3,3,1259.5,132.58
15441,AW00026440,Devin Green,42,40-49,Regular,2013-11-20,140,2,1957,3,3,978.5,108.72
15500,AW00026499,Renee Ruiz,72,50 and above,Regular,2013-05-02,146,2,2848,3,3,1424.0,237.33
2703,AW00013702,Jessie Suarez,46,40-49,Regular,2013-12-04,139,2,4479,3,3,2239.5,235.74
11400,AW00022399,Arthur Fernandez,40,40-49,Regular,2013-05-04,146,2,2786,3,3,1393.0,232.17
7165,AW00018164,Alisha Wang,66,50 and above,Regular,2013-09-27,142,2,3330,3,3,1665.0,208.13
15538,AW00026537,Wyatt Perez,53,50 and above,Regular,2013-09-23,142,2,4468,3,3,2234.0,279.25
15446,AW00026445,Aidan Foster,49,40-49,Regular,2013-11-25,140,2,1938,3,3,969.0,107.67
15510,AW00026509,Seth Taylor,71,50 and above,Regular,2013-05-26,146,2,2800,3,3,1400.0,233.33
15539,AW00026538,Warren Black,46,40-49,Regular,2013-09-23,142,2,4464,3,3,2232.0,279.0
11408,AW00022407,Carolyn Gonzalez,40,40-49,Regular,2013-06-07,145,2,2757,3,3,1378.5,212.08
6635,AW00017634,Kaitlin Rana,48,40-49,New,2013-04-22,147,2,2736,3,3,1368.0,248.73
15512,AW00026511,Charles Weisman,70,50 and above,Regular,2013-08-28,143,2,4464,3,3,2232.0,297.6
11410,AW00022409,Candace Madan,40,40-49,Regular,2013-06-05,145,2,2746,3,3,1373.0,211.23
3117,AW00014116,Brianna Torres,52,50 and above,Regular,2013-06-21,145,2,3317,3,3,1658.5,255.15
15582,AW00026581,Mariah Patterson,46,40-49,Regular,2013-06-23,145,2,2822,3,3,1411.0,217.08
15531,AW00026530,Riley Morgan,51,50 and above,Regular,2013-08-20,143,2,4468,3,3,2234.0,297.87
11851,AW00022850,Devon Luo,46,40-49,Regular,2013-12-18,139,2,4658,3,2,2329.0,245.16
5391,AW00016390,Mario Nath,52,50 and above,New,2013-04-10,147,2,4658,3,2,2329.0,423.45
9865,AW00020864,Grace Howard,51,50 and above,Regular,2013-09-14,142,2,3234,3,3,1617.0,202.13
8288,AW00019287,Shane Chandra,55,50 and above,Regular,2013-12-25,139,2,2509,3,3,1254.5,132.05
15436,AW00026435,Yolanda Goel,41,40-49,Regular,2013-11-24,140,2,1957,3,3,978.5,108.72
15438,AW00026437,Tiffany Zhu,47,40-49,Regular,2013-11-28,140,2,1953,3,3,976.5,108.5
6642,AW00017641,Lorrin Smith-Bates,49,40-49,Regular,2013-05-16,146,2,2736,3,3,1368.0,228.0
9864,AW00020863,Erica Xu,50,50 and above,Regular,2013-08-23,143,2,3261,3,3,1630.5,217.4
5946,AW00016945,Brianna Kelly,82,50 and above,Regular,2013-12-19,139,2,3262,3,3,1631.0,171.68
11407,AW00022406,Kelvin Shen,42,40-49,Regular,2013-06-05,145,2,3018,3,3,1509.0,232.15
15430,AW00026429,Reginald Ortega,43,40-49,Regular,2013-11-01,140,2,1938,3,3,969.0,107.67
4373,AW00015372,Miguel Alexander,58,50 and above,Regular,2013-08-17,143,2,3105,3,3,1552.5,207.0
15541,AW00026540,Jada Sanchez,46,40-49,Regular,2013-09-05,142,2,4468,3,3,2234.0,279.25
11578,AW00022577,Bryant Sai,40,40-49,Regular,2013-06-29,145,2,2743,3,3,1371.5,211.0
3286,AW00014285,Taylor Hughes,40,40-49,Regular,2013-05-07,146,2,1804,3,3,902.0,150.33
5452,AW00016451,Karl Stone,42,40-49,Regular,2013-08-25,143,2,4633,3,3,2316.5,308.87
4473,AW00015472,Jennifer Torres,45,40-49,Regular,2013-12-16,139,2,1560,3,3,780.0,82.11
2719,AW00013718,Marcus Barnes,66,50 and above,Regular,2013-09-23,142,2,3062,3,3,1531.0,191.38
11933,AW00022932,Maurice Jai,52,50 and above,New,2013-01-14,150,2,4169,3,3,2084.5,521.13
8362,AW00019361,Stacey Sun,56,50 and above,New,2013-01-25,150,2,3478,3,3,1739.0,496.86
15620,AW00026619,Thomas Hill,60,50 and above,Regular,2013-08-17,143,2,2972,3,3,1486.0,212.29
12103,AW00023102,Barbara Zeng,67,50 and above,Regular,2013-07-15,144,2,2731,3,3,1365.5,210.08
11913,AW00022912,Mallory Moreno,45,40-49,Regular,2013-12-25,139,2,4660,3,2,2330.0,258.89
4467,AW00015466,Elijah Perez,50,50 and above,Regular,2013-12-06,139,2,1587,3,3,793.5,88.17
8310,AW00019309,Frank Suarez,51,50 and above,Regular,2013-12-16,139,2,2519,3,3,1259.5,139.94
4472,AW00015471,Destiny White,51,50 and above,Regular,2013-12-02,139,2,1622,3,3,811.0,90.11
15619,AW00026618,Amanda Morris,60,50 and above,Regular,2013-07-29,144,2,2826,3,3,1413.0,217.38
15646,AW00026645,Morgan Richardson,61,50 and above,Regular,2013-12-08,139,2,2800,3,3,1400.0,155.56
1233,AW00012232,Sean Hernandez,65,50 and above,Regular,2013-06-10,145,2,4376,3,3,2188.0,364.67
11908,AW00022907,Barry Sai,52,50 and above,Regular,2013-11-23,140,2,4169,3,3,2084.5,245.24
2111,AW00013110,Levi Mehta,53,50 and above,VIP,2013-12-05,139,3,5584,3,3,1861.3333333333333,310.22
9829,AW00020828,Jaclyn Shan,59,50 and above,Regular,2013-06-26,145,2,1938,3,3,969.0,161.5
4434,AW00015433,Adam Sharma,41,40-49,Regular,2013-12-01,139,2,1622,3,3,811.0,90.11
15448,AW00026447,Noah Russell,49,40-49,Regular,2013-12-26,139,2,1938,3,3,969.0,107.67
15642,AW00026641,Arturo Xie,60,50 and above,Regular,2013-09-20,142,2,4464,3,3,2232.0,297.6
6099,AW00017098,Willie Shan,48,40-49,New,2013-01-16,150,2,2769,3,3,1384.5,395.57
11962,AW00022961,Nina She,53,50 and above,New,2013-03-24,148,2,3892,3,3,1946.0,432.44
15612,AW00026611,Kayla Henderson,58,50 and above,Regular,2013-09-15,142,2,4490,3,3,2245.0,299.33
15643,AW00026642,Gabrielle Evans,62,50 and above,Regular,2013-08-29,143,2,4490,3,3,2245.0,320.71
9867,AW00020866,David Jones,98,50 and above,Regular,2013-12-15,139,2,3158,3,3,1579.0,175.44
9809,AW00020808,Julie Jai,54,50 and above,Regular,2013-06-26,145,2,1938,3,3,969.0,161.5
